group,names,scores,logfoldchanges,pvals,pvals_adj
4,TMEM54,-5.5904474,,2.2648499890577276e-08,1.0784999947893941e-07
4,C8orf4,-5.5927677,,2.234783252351484e-08,1.0667223161582263e-07
4,CTTN,-5.627562,,1.827744620751826e-08,8.745189572975245e-08
4,NKX2-1,-5.6435866,,1.6654369077479507e-08,7.987706991596886e-08
4,SMIM22,-5.691534,,1.2590316817832589e-08,6.082278655957772e-08
4,LIMCH1,-5.705711,,1.158585545581553e-08,5.6105837558428716e-08
4,KRTCAP3,-5.7292967,,1.008477530710079e-08,4.8955219937382475e-08
4,PLPP2,-5.730005,,1.0042783026338272e-08,4.886999039580668e-08
4,CLDN3,-5.732179,,9.914832895864728e-09,4.836503851641331e-08
4,S100A14,-5.85964,,4.638716484752206e-09,2.2907241900010893e-08
4,ELF3,-5.9359155,,2.92210095953277e-09,1.4501741734653944e-08
4,CLDN4,-6.030732,,1.6321842002330368e-09,8.140569577222128e-09
4,TCEA3,-6.0421224,,1.5210014851522154e-09,7.605007425761076e-09
4,MALL,-6.1538196,,7.563884097065802e-10,3.800946782445126e-09
4,VPREB3,-6.158352,,7.350598976913298e-10,3.703072532450024e-09
4,EFNA1,-6.1831985,,6.281558264412769e-10,3.180535830082414e-09
4,KRT18,-6.2003174,,5.634943860333722e-10,2.8603775940780313e-09
4,GPRC5A,-6.225479,,4.800863735993737e-10,2.4431876519052093e-09
4,LMO7,-6.2678056,,3.6617179838941544e-10,1.887483496852657e-09
4,NKG7,-6.3309765,,2.4361421191064684e-10,1.2721368768179992e-09
4,SFTA2,-6.3695903,,1.8953398573062099e-10,9.923245326210523e-10
4,RAB25,-6.3955245,,1.5999721023246703e-10,8.398803686743676e-10
4,EPCAM,-6.4290514,,1.2840284831292406e-10,6.79380149803831e-10
4,CNN3,-6.492918,,8.418944486575374e-11,4.478161960944348e-10
4,CRNDE,-6.554896,,5.568079105945048e-11,2.9775824095962824e-10
4,SFTA3,-6.5565023,,5.508442049119638e-11,2.953588230090959e-10
4,SDC1,-6.5652466,,5.1946755148241926e-11,2.7928362982925765e-10
4,C12orf75,-6.622984,6.2756286,3.5201906845837846e-11,1.907962430668718e-10
4,CRIP2,-6.6746874,,2.4776012167095368e-11,1.3465224003856179e-10
4,MS4A1,-6.733824,,1.6526116045649433e-11,9.080283541565623e-11
4,S100A16,-6.8719306,,6.333887286557378e-12,3.4993852411919215e-11
4,CD24,-6.96491,,3.286134563904526e-12,1.830715634487201e-11
4,GZMK,-7.0550694,,1.7251471494651301e-12,9.664689912969917e-12
4,MAL2,-7.281416,,3.303343920311941e-13,1.8715829576838193e-12
4,GZMB,-7.5408964,,4.6675166926902314e-14,2.697986527566608e-13
4,AQP3,-8.095468,5.8630013,5.704494044791608e-16,3.385456406404515e-15
4,FKBP11,-8.2806015,7.1494346,1.2255424307128911e-16,7.38278572718609e-16
4,GZMH,-8.422885,,3.673237091518556e-17,2.2262042978900335e-16
4,CD79A,-8.428695,,3.4954193779288196e-17,2.1248750017804372e-16
4,PERP,-9.11676,,7.740348239042213e-20,4.8226468779079205e-19
4,KLRB1,-10.139967,,3.672234159259262e-24,2.4239169368047936e-23
4,GZMA,-13.042019,,7.056316132921968e-39,5.491296601495694e-38
4,HOPX,-14.042725,,8.536662210714875e-45,6.940375781069004e-44
4,OCIAD2,-16.773321,,3.825186423456994e-63,3.525517440974188e-62
5,NKG7,62.427567,,0.0,0.0
5,GZMB,57.43836,,0.0,0.0
5,GZMH,52.906525,,0.0,0.0
5,GNLY,52.225075,,0.0,0.0
5,GZMA,51.589085,,0.0,0.0
5,FGFBP2,50.254314,,0.0,0.0
5,CCL4,44.582886,,0.0,0.0
5,TRDC,37.975273,,0.0,0.0
5,KLRB1,36.114544,,1.3409311234770818e-285,2.979846941060182e-283
5,SPON2,35.08672,,1.0746975222402348e-269,2.1493950444804695e-267
5,FCGR3A,29.840746,,1.1574531085423552e-195,2.1044601973497369e-193
5,HOPX,29.299118,,1.0643301009987993e-188,1.7738835016646655e-186
5,C12orf75,28.087282,,1.4009497504739335e-173,2.1553073084214364e-171
5,PLAC8,27.693737,,8.306482677613452e-169,1.1866403825162074e-166
5,TYROBP,24.184078,,3.2721497968110705e-129,3.849587996248318e-127
5,XCL2,22.905434,,4.101570638757552e-116,4.557300709730614e-114
5,LAIR2,20.797426,,4.566656557320969e-96,4.151505961200881e-94
5,CCL4L2,20.703356,,3.2307716810943635e-95,2.80936667921249e-93
5,IFNG,18.296618,,8.804871793889854e-75,5.33628593569082e-73
5,CCL3,17.644014,,1.131308764616966e-69,6.285048692316479e-68
5,MYOM2,17.487415,,1.786799444344664e-68,9.404207601814022e-67
5,PRSS23,15.953591,,2.6897250241234813e-57,1.1954333440548807e-55
5,KLRC1,13.353619,,1.1283148927409056e-40,3.6397254604545344e-39
