group,names,scores,logfoldchanges,pvals,pvals_adj
0,CGA,-0.09462579,0.6374253,0.9246120629508667,0.9717415270108951
0,MAGEA4,-0.09472399,0.85772234,0.9245340627737586,0.9717415270108951
0,PCSK1,-0.09472399,0.7226133,0.9245340627737586,0.9717415270108951
0,POU3F4,-0.09472399,0.6812805,0.9245340627737586,0.9717415270108951
0,S100A7,-0.09472399,0.71561766,0.9245340627737586,0.9717415270108951
0,CCDC178,-0.09472399,0.6941439,0.9245340627737586,0.9717415270108951
0,AC098973.2,-0.09472399,0.6709495,0.9245340627737586,0.9717415270108951
0,DSC3,-0.097643346,0.64736515,0.9222155049586731,0.9717415270108951
0,CPB1,-0.097836785,0.4710007,0.9220618957795371,0.9717415270108951
0,CRH,-0.09783974,1.0166903,0.922059550623746,0.9717415270108951
0,ANKS1B,-0.098510884,0.59715635,0.921526631584286,0.9717415270108951
0,PAX6,-0.101038925,1.0721569,0.9195195628509273,0.9717415270108951
