names,scores,logfoldchanges,pvals,pvals_adj
RSRC2,-3.5247009,-0.5728635,0.0004239611574483404,0.16531138078715946
HMGB1,-3.5137393,-0.42127815,0.0004418460933049276,0.170047625051925
CAPZA2,-3.4938092,-0.7845094,0.0004761810277079199,0.17862213386198098
MT-CO3,-3.4965553,-0.31676513,0.0004713069308265468,0.17862213386198098
HLA-C,-3.4892697,-0.31168276,0.00048434225744614043,0.17941248071448657
GSTK1,-3.4832242,-0.505433,0.0004954132584884059,0.18124785804994345
RPLP0,3.4780202,0.060978167,0.0005051317630987769,0.18234210447282465
PSME1,-3.475075,-0.3909674,0.0005107104903571723,0.18234210447282465
CHCHD10,-3.469273,-0.4133463,0.0005218685582029217,0.1841077720688736
ACTR3,-3.4595296,-0.4507452,0.0005411198682732596,0.18625082602590481
MTERF4,-3.4567173,-1.2200928,0.0005467983351641263,0.18625082602590481
KLF2,-3.460814,-0.45638013,0.0005385448703231066,0.18625082602590481
MT-ND3,-3.4449363,-0.30259055,0.0005711939441752,0.1886305692502769
RPL7,3.444139,0.08462682,0.0005728808541717258,0.1886305692502769
SP140,-3.4442499,-0.65681535,0.0005726462840272244,0.1886305692502769
GCC2,-3.4314282,-0.56027085,0.0006004121484513272,0.1955232264528201
PKM,-3.4129374,-0.45058215,0.0006426668649411329,0.20700858560506014
DDX5,-3.3918338,-0.3906643,0.000694265567944365,0.21510388511643594
DEK,-3.390217,-0.5659476,0.0006983727330458362,0.21510388511643594
RGS2,-3.3879807,-0.46923247,0.0007040924902576191,0.21510388511643594
THOC2,-3.398477,-1.088155,0.0006776213818628364,0.21510388511643594
RSL24D1,-3.3919222,-0.40155947,0.0006940411678347677,0.21510388511643594
ARPC2,-3.3628466,-0.3957753,0.0007714323544236574,0.22930406882612747
RALGPS2,-3.366412,-0.5183953,0.0007615292888295164,0.22930406882612747
NAP1L1,-3.362005,-0.39626396,0.0007737870986911233,0.22930406882612747
