names,scores,logfoldchanges,pvals,pvals_adj
AF131215.8,0.046990696,2.1529214,0.962520641553549,1.0
HIST1H3E,0.046990696,2.8622851,0.962520641553549,1.0
C9orf152,0.046990696,3.5782132,0.962520641553549,1.0
FUT3,0.046990696,2.2863786,0.962520641553549,1.0
RP11-46D6.1,0.046990696,2.469124,0.962520641553549,1.0
AC144449.1,0.046990696,3.0192492,0.962520641553549,1.0
ARHGEF25,0.046990696,2.2132084,0.962520641553549,1.0
KRTAP5-2,0.046990696,2.2289894,0.962520641553549,1.0
AF131216.6,0.046990696,3.0407865,0.962520641553549,1.0
METTL7B,0.046990696,2.5222254,0.962520641553549,1.0
RP11-456D7.1,0.046990696,3.25992,0.962520641553549,1.0
CRYGS,0.046990696,2.3118844,0.962520641553549,1.0
LA16c-361A3.3,0.046990696,2.3225324,0.962520641553549,1.0
MAOA,0.046990696,2.4650657,0.962520641553549,1.0
RP11-434H14.1,0.04694641,1.3806809,0.9625559401578367,1.0
RP4-789D17.5,0.04694641,0.70111114,0.9625559401578367,1.0
RP1-244F24.1,0.04694641,1.7226257,0.9625559401578367,1.0
RP1-28O10.1,0.04694641,1.2131543,0.9625559401578367,1.0
IL23R,0.04694641,1.8290042,0.9625559401578367,1.0
NLGN4X,0.04694641,2.0291576,0.9625559401578367,1.0
C9orf172,0.04694641,1.4972694,0.9625559401578367,1.0
RP1-86C11.7,0.04694641,1.3305013,0.9625559401578367,1.0
PLEKHA6,0.046990696,2.385508,0.962520641553549,1.0
TNFRSF11B,0.046990696,2.4773068,0.962520641553549,1.0
CPAMD8,0.046990696,3.1726744,0.962520641553549,1.0
RP11-973H7.4,0.046990696,2.4652147,0.962520641553549,1.0
LPAR1,0.046990696,2.5353546,0.962520641553549,1.0
ADGRB1,0.046990696,3.1295376,0.962520641553549,1.0
DDX25,0.046990696,3.0580928,0.962520641553549,1.0
RP11-17E13.2,0.046990696,2.174304,0.962520641553549,1.0
LINC00950,0.04694641,1.2441237,0.9625559401578367,1.0
GRAMD1B,0.04694641,1.4752778,0.9625559401578367,1.0
CDC42BPG,0.04694641,2.076133,0.9625559401578367,1.0
OXCT2,0.04694641,1.4569942,0.9625559401578367,1.0
RP11-408A13.3,0.04694641,1.6045088,0.9625559401578367,1.0
STXBP5-AS1,0.04694641,1.3540225,0.9625559401578367,1.0
RP6-99M1.3,0.04694641,1.8627492,0.9625559401578367,1.0
ANKRD31,0.04694641,1.6839823,0.9625559401578367,1.0
GPR141,0.04694641,1.784138,0.9625559401578367,1.0
SCUBE3,0.04694641,1.9691793,0.9625559401578367,1.0
RP11-424G14.1,0.04694641,1.4293765,0.9625559401578367,1.0
GIPR,0.04694641,1.5861608,0.9625559401578367,1.0
FADS2,0.04694641,1.8990333,0.9625559401578367,1.0
C1orf210,0.04694641,2.0860279,0.9625559401578367,1.0
RORC,0.04694641,1.7733929,0.9625559401578367,1.0
AC105760.2,0.04694641,1.7901765,0.9625559401578367,1.0
C9orf173-AS1,0.04694641,1.6785258,0.9625559401578367,1.0
RAP1GAP,0.04694641,1.9436398,0.9625559401578367,1.0
SEMA3G,0.04694641,1.7106628,0.9625559401578367,1.0
ACKR3,0.04694641,1.3367803,0.9625559401578367,1.0
GRK7,0.04694641,1.6216971,0.9625559401578367,1.0
CARD14,0.04694641,1.0614095,0.9625559401578367,1.0
TRBV20-1,0.04694641,1.0744843,0.9625559401578367,1.0
CTD-2526A2.2,0.04694641,1.4470907,0.9625559401578367,1.0
RP11-322E11.2,0.04694641,2.0023253,0.9625559401578367,1.0
C6orf163,0.04694641,1.8842455,0.9625559401578367,1.0
RNF112,0.04694641,1.4611819,0.9625559401578367,1.0
KLHL25,0.04694641,1.1680952,0.9625559401578367,1.0
C2CD4D,0.04694641,1.109153,0.9625559401578367,1.0
RP11-323F24.3,0.04694641,2.0954645,0.9625559401578367,1.0
PLXNA4,0.04694641,1.2425295,0.9625559401578367,1.0
PLSCR2,0.04694641,1.1587439,0.9625559401578367,1.0
CACNA1C-AS1,0.04694641,1.8329021,0.9625559401578367,1.0
RP11-305L7.6,0.04694641,1.8198407,0.9625559401578367,1.0
TANC1,0.04694641,1.1782327,0.9625559401578367,1.0
RP11-394I13.2,0.04694641,1.8008295,0.9625559401578367,1.0
AIF1L,0.04694641,2.060744,0.9625559401578367,1.0
SPTLC3,0.04694641,2.035875,0.9625559401578367,1.0
RP11-30J20.1,0.04694641,1.2654579,0.9625559401578367,1.0
CTA-286B10.7,0.04694641,2.0364182,0.9625559401578367,1.0
HSD11B1,0.04694641,1.2462149,0.9625559401578367,1.0
PRSS3,0.04694641,1.5210923,0.9625559401578367,1.0
TBX2,0.04694641,2.0344589,0.9625559401578367,1.0
PAQR6,0.04694641,1.5013727,0.9625559401578367,1.0
SLC19A3,0.04694641,1.9713333,0.9625559401578367,1.0
GSTA1,0.04694641,1.8529531,0.9625559401578367,1.0
CDS1,0.04694641,1.8686049,0.9625559401578367,1.0
RP11-1E22.1,0.04694641,2.0770414,0.9625559401578367,1.0
C2orf91,0.04694641,1.772057,0.9625559401578367,1.0
CTD-3035K23.6,0.04694641,1.9268492,0.9625559401578367,1.0
PVRL4,0.04694641,1.7685009,0.9625559401578367,1.0
SPIRE2,0.04694641,1.9574268,0.9625559401578367,1.0
ADGRF1,0.04694641,1.9456614,0.9625559401578367,1.0
RP11-231G3.1,0.04694641,1.1555954,0.9625559401578367,1.0
SALRNA2,0.04694641,1.871912,0.9625559401578367,1.0
SLC4A10,0.04694641,1.5680993,0.9625559401578367,1.0
PPP1R14D,0.04694641,1.5602981,0.9625559401578367,1.0
ZNF503,0.04694641,1.9765422,0.9625559401578367,1.0
ARC,0.04694641,1.822533,0.9625559401578367,1.0
ARAP1-AS1,0.04694641,1.2526739,0.9625559401578367,1.0
VENTX,0.04694641,1.6704117,0.9625559401578367,1.0
HULC,0.04694641,1.678061,0.9625559401578367,1.0
KCNK17,0.04694641,1.7292328,0.9625559401578367,1.0
CPLX1,0.04694641,1.8667017,0.9625559401578367,1.0
CTD-3224K15.2,0.04694641,1.6994814,0.9625559401578367,1.0
DBN1,0.04694641,1.1600058,0.9625559401578367,1.0
RP11-91I20.4,0.04694641,1.3491982,0.9625559401578367,1.0
C11orf45,0.04694641,1.9874599,0.9625559401578367,1.0
IGHV6-1,0.04694641,2.090401,0.9625559401578367,1.0
COMP,0.04694641,1.2559391,0.9625559401578367,1.0
AC009784.3,0.04694641,1.9366491,0.9625559401578367,1.0
RP4-604K5.3,0.04694641,1.930319,0.9625559401578367,1.0
LGR6,0.04694641,1.3170112,0.9625559401578367,1.0
RP11-160N1.10,0.04694641,1.9251518,0.9625559401578367,1.0
RP11-15E18.1,0.04694641,1.6761922,0.9625559401578367,1.0
VASN,0.04694641,1.9577554,0.9625559401578367,1.0
CH17-262H11.1,0.04694641,2.0342996,0.9625559401578367,1.0
RP5-1180E21.4,0.04694641,1.3866074,0.9625559401578367,1.0
ASB16,0.04694641,1.6897858,0.9625559401578367,1.0
CCDC160,0.04694641,1.6663922,0.9625559401578367,1.0
DUSP26,0.04694641,1.6468194,0.9625559401578367,1.0
AC016722.3,0.04694641,1.5571306,0.9625559401578367,1.0
RP11-89C3.4,0.04694641,2.0620456,0.9625559401578367,1.0
RP11-655M14.13,0.04694641,2.0915477,0.9625559401578367,1.0
ATP8B3,0.04694641,1.6561843,0.9625559401578367,1.0
RP11-352G9.1,0.04694641,1.2828426,0.9625559401578367,1.0
CLGN,0.04694641,1.166599,0.9625559401578367,1.0
MMEL1,0.04694641,1.5173948,0.9625559401578367,1.0
RP11-722E23.2,0.04694641,1.7002802,0.9625559401578367,1.0
CLEC5A,0.04694641,1.087513,0.9625559401578367,1.0
C11orf88,0.04694641,2.0214021,0.9625559401578367,1.0
SHD,0.04694641,1.736378,0.9625559401578367,1.0
DRICH1,0.04694641,1.5533988,0.9625559401578367,1.0
RP11-831F12.2,0.04694641,1.6114846,0.9625559401578367,1.0
RP4-803J11.2,0.04694641,1.8727491,0.9625559401578367,1.0
CDA,0.04694641,1.2637775,0.9625559401578367,1.0
PKD2L1,0.04694641,1.7544762,0.9625559401578367,1.0
EMID1,0.04694641,1.60715,0.9625559401578367,1.0
AC069363.1,0.04694641,1.6587051,0.9625559401578367,1.0
MAST1,0.04694641,1.9563729,0.9625559401578367,1.0
RP11-61A14.4,0.04694641,1.9812021,0.9625559401578367,1.0
FAM83E,0.04694641,0.8784961,0.9625559401578367,1.0
NAALADL2,0.04694641,1.8116742,0.9625559401578367,1.0
RP11-82O19.1,0.04694641,1.455826,0.9625559401578367,1.0
RTCA-AS1,0.04694641,1.686716,0.9625559401578367,1.0
EFCAB6,0.04694641,1.1759267,0.9625559401578367,1.0
LA16c-349E10.1,0.04694641,1.9731863,0.9625559401578367,1.0
RP11-539G18.3,0.04694641,1.1556426,0.9625559401578367,1.0
MYO5B,0.04694641,1.6948057,0.9625559401578367,1.0
C4orf47,0.04694641,1.7294388,0.9625559401578367,1.0
MYCL,0.04694641,1.5806453,0.9625559401578367,1.0
MYCN,0.04694641,1.496893,0.9625559401578367,1.0
STK32B,0.04694641,1.5374484,0.9625559401578367,1.0
RP11-46O21.2,0.04694641,2.0372045,0.9625559401578367,1.0
FAR2,0.04694641,1.8959535,0.9625559401578367,1.0
CCR4,0.04694641,1.3540522,0.9625559401578367,1.0
RP11-973H7.1,0.04694641,1.5152053,0.9625559401578367,1.0
CD244,0.04694641,0.6103834,0.9625559401578367,1.0
RSPH9,0.04694641,1.7132586,0.9625559401578367,1.0
HIST1H4I,0.04694641,2.0165026,0.9625559401578367,1.0
CPA5,0.04694641,1.4548537,0.9625559401578367,1.0
LRRC32,0.04694641,0.47604233,0.9625559401578367,1.0
IGKV2-30,0.04694641,0.6942457,0.9625559401578367,1.0
CMTM4,0.04694641,0.9430491,0.9625559401578367,1.0
AC100830.3,0.04694641,1.9695475,0.9625559401578367,1.0
TG,0.04694641,1.7272015,0.9625559401578367,1.0
TBC1D29,0.04694641,1.3597362,0.9625559401578367,1.0
RP11-498C9.3,0.04694641,1.46714,0.9625559401578367,1.0
KNTC1,0.044864822,0.44343957,0.9642150561520861,1.0
RARRES1,0.044864822,0.35507014,0.9642150561520861,1.0
HOXB7,0.044909112,0.5275856,0.9641797541729992,1.0
TRDC,0.044953402,0.46201319,0.9641444522641273,1.0
CCDC71L,0.04524128,0.22063494,0.9639149915727215,1.0
MMP24-AS1,0.045329858,0.11653283,0.9638443888834096,1.0
SLC22A18,0.04539629,0.43687367,0.963791437052433,1.0
PLAT,0.045794893,0.6869675,0.9634737294283087,1.0
MAP3K7CL,0.04592776,0.124482155,0.9633678281731921,1.0
YLPM1,0.04601634,0.29020107,0.963297227695354,1.0
DUSP18,0.04637065,0.26809126,0.9630148286672274,1.0
FUNDC1,0.04685783,0.1423702,0.9626265375865234,1.0
RNF26,0.04690212,0.25089753,0.9625912388355179,1.0
SERPIND1,0.04694641,1.5748111,0.9625559401578367,1.0
PLCL1,0.04694641,0.65320677,0.9625559401578367,1.0
SCN4A,0.04694641,1.8779283,0.9625559401578367,1.0
ZNRF2,0.04353615,0.32806656,0.9652741478318645,1.0
WDR5B,0.043713305,0.34666613,0.9651329320273935,1.0
TMEM186,0.043801885,0.31699196,0.9650623245349751,1.0
PRKCI,0.044111907,0.49869424,0.9648152004724856,1.0
CEP85,0.044156197,0.035587333,0.9647798973103181,1.0
RP11-127B20.3,0.044244777,0.38637254,0.9647092911931725,1.0
SLC36A4,0.044244777,0.35409692,0.9647092911931725,1.0
CTC-338M12.5,0.044244777,0.072464526,0.9647092911931725,1.0
C9orf9,0.044289064,0.12463992,0.9646739882383326,1.0
TMEM88,0.044399787,-0.057734236,0.9645857311543415,1.0
MCEE,0.044488367,0.18039276,0.9645151257994878,1.0
SH3GLB2,0.044488367,0.18993185,0.9645151257994878,1.0
IRF2BPL,0.04451051,0.09635424,0.9644974745042267,1.0
CH17-264L24.1,0.044687666,0.4816053,0.9643562647692011,1.0
IL15RA,0.044731956,0.53977287,0.9643209625099455,1.0
B3GNT7,0.044731956,0.1866106,0.9643209625099455,1.0
VSTM4,0.041144542,0.76074314,0.9671806659895832,1.0
TFPT,0.04118883,0.075107805,0.967145358359189,1.0
CERK,0.04123312,0.19835135,0.9671100507932034,1.0
ZNF714,0.04127741,0.18553284,0.9670747432916957,1.0
ZBTB34,0.04127741,0.87152517,0.9670747432916957,1.0
RP13-942N8.1,0.0413217,0.18602614,0.9670394358547348,1.0
SPAST,0.04158743,0.25158083,0.9668275925923269,1.0
FAM50B,0.04167601,0.26031327,0.9667569786910337,1.0
SLC10A7,0.041853167,0.1254403,0.9666157516710304,1.0
CCNB1,0.0421189,0.22528592,0.9664039131057787,1.0
BCR,0.04216319,0.14019953,0.966368606908345,1.0
YAE1D1,0.042340346,0.17807825,0.9662273827785982,1.0
FGFBP3,0.042871814,0.26936275,0.9658037167628429,1.0
RP11-977G19.11,0.04309326,0.22378431,0.9656271920984384,1.0
SERPINB8,0.04313755,0.02063465,0.9655918873674247,1.0
PPM1F,0.043270417,0.26058915,0.9654859735793628,1.0
CDAN1,0.04074594,0.43842053,0.9674984375501116,1.0
AP000487.5,0.04074594,0.41259852,0.9674984375501116,1.0
RP11-793H13.11,0.04079023,0.63744247,0.9674631293431509,1.0
REM2,0.04079023,0.47891253,0.9674631293431509,1.0
RP11-356C4.3,0.040878806,0.56230295,0.967392513120658,1.0
CTA-276F8.1,0.040923096,0.62091064,0.9673572051052638,1.0
FAHD2A,0.040967386,0.19852227,0.9673218971538635,1.0
CRYM,0.040967386,0.70605373,0.9673218971538635,1.0
XXbac-B135H6.18,0.041011672,0.73220307,0.9672865892665262,1.0
MTBP,0.041011672,0.81449,0.9672865892665262,1.0
GMPR,0.041011672,0.6685041,0.9672865892665262,1.0
MYL6B,0.041055962,0.29659647,0.967251281443321,1.0
C16orf45,0.041055962,0.012666817,0.967251281443321,1.0
KCTD20,0.041055962,0.16445719,0.967251281443321,1.0
ALOX5AP,0.04107811,0.050122015,0.9672336275557895,1.0
NAT14,0.041144542,0.72122073,0.9671806659895832,1.0
GLE1,0.03981587,0.10275097,0.9682399245084826,1.0
NACC1,0.039948735,0.3668368,0.9681339961040488,1.0
MLH1,0.040081605,0.23400912,0.9680280682618683,1.0
ZNF831,0.040081605,-0.19953513,0.9680280682618683,1.0
CTB-113I20.2,0.040347338,0.119789325,0.9678162142717356,1.0
TEX2,0.040391628,0.025450796,0.967780905493809,1.0
FMNL2,0.040391628,0.15284263,0.967780905493809,1.0
ITGA6,0.040480204,0.24220465,0.9677102881275174,1.0
SLC4A2,0.040480204,0.15205605,0.9677102881275174,1.0
DGKE,0.040524494,0.16593547,0.9676749795392905,1.0
CTB-25B13.12,0.040568784,0.45902354,0.967639671014435,1.0
CDHR3,0.040613074,0.28885412,0.9676043625530204,1.0
UTS2B,0.04065736,0.35591167,0.9675690541551154,1.0
C21orf58,0.04070165,0.60029787,0.9675337458207894,1.0
NDFIP2,0.04074594,0.4394656,0.9674984375501116,1.0
PLA2G2D,0.04074594,0.4749829,0.9674984375501116,1.0
STPG1,0.03815503,0.32611278,0.9695640762425943,1.0
GMPPA,0.038420763,0.3664732,0.9693522062313891,1.0
TSPAN4,0.038487196,0.15836993,0.9692992390659919,1.0
FFAR1,0.038509343,0.28661343,0.9692815833742766,1.0
CARNS1,0.038775075,0.2819421,0.9690697162505537,1.0
MICU3,0.038797222,0.28825146,0.9690520607552442,1.0
ARL13B,0.03884151,0.31290305,0.9690167498101395,1.0
GSK3B,0.038863655,0.14917794,0.9689990943603618,1.0
GNAQ,0.03899652,0.32028064,0.9688931619810843,1.0
NR3C2,0.039173678,0.3860142,0.9687519196628381,1.0
DPY19L4,0.039173678,0.33101627,0.9687519196628381,1.0
PHF7,0.03932869,0.11076203,0.9686283334382909,1.0
GSPT2,0.039505847,0.18029618,0.9684870929615482,1.0
KIAA1191,0.03961657,0.1644963,0.9683988181652744,1.0
ZNF93,0.039660856,0.5179131,0.9683635083551239,1.0
EPN2,0.03977158,0.41330308,0.9682752341012498,1.0
EPAS1,0.0368485,1.0508388,0.9706058014262684,1.0
IGLV2-8,0.0368485,1.1128874,0.9706058014262684,1.0
CPT1B,0.03689279,0.9147167,0.9705704878769111,1.0
RP11-617F23.1,0.03689279,1.1509893,0.9705704878769111,1.0
RHBDL1,0.03689279,1.0971645,0.9705704878769111,1.0
PCDHGA6,0.03689279,1.1076298,0.9705704878769111,1.0
CTD-2410N18.3,0.03689279,1.0281618,0.9705704878769111,1.0
RP11-196G11.6,0.03689279,1.3541385,0.9705704878769111,1.0
PIK3IP1-AS1,0.03689279,1.0505763,0.9705704878769111,1.0
AF213884.2,0.03689279,1.0917842,0.9705704878769111,1.0
RP11-382A20.3,0.03689279,1.0163882,0.9705704878769111,1.0
APOL1,0.037313536,0.24761587,0.9702350120456009,1.0
JSRP1,0.037446406,-0.056369368,0.9701290734007919,1.0
C10orf2,0.03773428,0.25324938,0.9698995414810607,1.0
CCND1,0.03791144,0.18750438,0.969758292307016,1.0
ABCG1,0.038044307,0.1478354,0.9696523560487995,1.0
AC010761.8,0.036759924,0.63001394,0.9706764286978075,1.0
AZIN2,0.036759924,0.6896695,0.9706764286978075,1.0
C11orf65,0.036759924,0.79896855,0.9706764286978075,1.0
TBKBP1,0.036759924,0.83348453,0.9706764286978075,1.0
AP000708.1,0.036759924,0.5887108,0.9706764286978075,1.0
CXCL9,0.036759924,0.88143116,0.9706764286978075,1.0
GPC4,0.036759924,0.92236483,0.9706764286978075,1.0
RP5-1074L1.4,0.036759924,0.7057221,0.9706764286978075,1.0
CELF4,0.036782067,0.60726875,0.9706587718583413,1.0
DYX1C1,0.036804214,1.081645,0.9706411150332569,1.0
RP11-2B6.2,0.036804214,0.8710099,0.9706411150332569,1.0
POLH,0.036804214,0.19501474,0.9706411150332569,1.0
B4GALT1-AS1,0.036804214,0.80190414,0.9706411150332569,1.0
IGKV1-39,0.036804214,0.78620017,0.9706411150332569,1.0
ANKRD20A4,0.036804214,0.7104386,0.9706411150332569,1.0
AC133528.2,0.036804214,0.776315,0.9706411150332569,1.0
C11orf72,0.036671344,0.65723914,0.9707470561993182,1.0
CFAP70,0.036671344,0.6432923,0.9707470561993182,1.0
STK36,0.036671344,0.55462104,0.9707470561993182,1.0
RGAG4,0.036671344,0.47999653,0.9707470561993182,1.0
RP11-488C13.5,0.036715634,0.45297062,0.970711742419851,1.0
FRY,0.036715634,0.6288975,0.970711742419851,1.0
IGHV3-7,0.036715634,0.73837864,0.970711742419851,1.0
RAB36,0.036715634,0.67030936,0.970711742419851,1.0
CREB5,0.036715634,0.52703243,0.970711742419851,1.0
RP13-582O9.7,0.036715634,0.68235457,0.970711742419851,1.0
SDSL,0.036715634,0.7832482,0.970711742419851,1.0
RP11-676J15.1,0.036715634,0.6029617,0.970711742419851,1.0
FCER1A,0.036715634,0.67615074,0.970711742419851,1.0
PPP1R9A,0.036715634,0.6258048,0.970711742419851,1.0
VPS33A,0.03673778,0.26081887,0.9706940855516469,1.0
IGFBP2,0.036759924,0.6172721,0.9706764286978075,1.0
LDOC1L,0.036582768,0.46090272,0.9708176839302473,1.0
CHKB-AS1,0.036582768,0.44043058,0.9708176839302473,1.0
RP11-499F3.2,0.036582768,0.42778087,0.9708176839302473,1.0
AC007038.7,0.036582768,0.42311516,0.9708176839302473,1.0
LINC01001,0.036627058,0.5146029,0.9707823700361401,1.0
ULK2,0.036627058,0.45120606,0.9707823700361401,1.0
AMER1,0.036627058,0.53981656,0.9707823700361401,1.0
EAF1-AS1,0.036627058,0.5419618,0.9707823700361401,1.0
ZNF835,0.036627058,0.5351409,0.9707823700361401,1.0
RP1-92O14.3,0.036627058,0.84721947,0.9707823700361401,1.0
RNF32,0.036627058,0.5443895,0.9707823700361401,1.0
NCAPH,0.036627058,0.5956187,0.9707823700361401,1.0
RP11-395G23.3,0.036671344,0.74928266,0.9707470561993182,1.0
E2F1,0.036671344,0.70388126,0.9707470561993182,1.0
TLL2,0.036671344,0.6439921,0.9707470561993182,1.0
RP11-430H10.1,0.036671344,0.6759823,0.9707470561993182,1.0
POGLUT1,0.03620631,-0.1024859,0.9711178543332798,1.0
CHML,0.036272746,0.6293156,0.9710648827871772,1.0
NAPB,0.03631703,0.080979325,0.9710295684940093,1.0
CTD-3001H11.2,0.03636132,-0.047163587,0.9709942542576425,1.0
LINC00630,0.03640561,-0.17322735,0.9709589400781462,1.0
RP11-319G6.1,0.03640561,0.18499237,0.9709589400781462,1.0
FOXP4-AS1,0.0364499,0.28340164,0.9709236259555892,1.0
KLHL35,0.0364499,-0.072685085,0.9709236259555892,1.0
EIF3L,0.0364499,-0.09555906,0.9709236259555892,1.0
IL2,0.036494188,0.23930965,0.970888311890041,1.0
ABCD2,0.036494188,0.23261301,0.970888311890041,1.0
HEY1,0.036494188,0.14730415,0.970888311890041,1.0
ZNF165,0.036516335,0.10211888,0.9708706548786668,1.0
ZNF713,0.036538478,0.26725516,0.9708529978815705,1.0
FLJ13224,0.036538478,0.38018838,0.9708529978815705,1.0
CCDC136,0.036538478,0.30923346,0.9708529978815705,1.0
LRIG2,0.034146868,0.39214855,0.9727600343013991,1.0
VARS,0.034191158,0.037755635,0.9727247173631366,1.0
ATE1,0.034368314,0.18943115,0.9725834501455803,1.0
ZNF654,0.034412604,-0.0274228,0.9725481334754108,1.0
PEX26,0.03454547,0.09613934,0.9724421837881357,1.0
NRF1,0.03458976,0.3456113,0.972406867333686,1.0
KNSTRN,0.03463405,0.25122562,0.9723715509333392,1.0
TMOD1,0.034722626,0.32592198,0.972300918295231,1.0
NUDT2,0.03503265,0.10158588,0.9720537057762659,1.0
HAUS8,0.035254095,0.40083215,0.9718771270480376,1.0
ZSCAN25,0.035608407,0.4498992,0.9715946039537896,1.0
ARMT1,0.035608407,0.29311344,0.9715946039537896,1.0
ASB2,0.035630554,0.048514124,0.9715769463783819,1.0
IGFBP6,0.035785563,0.5877517,0.9714533437411136,1.0
SLC30A1,0.035874143,0.06951872,0.9713827139703246,1.0
C5orf45,0.035984866,0.07057478,0.9712944270725183,1.0
RP11-341G23.4,0.03268533,2.1531308,0.9739255228135648,1.0
KRT5,0.03268533,1.2493209,0.9739255228135648,1.0
USP27X-AS1,0.03268533,1.5341305,0.9739255228135648,1.0
NQO2,0.03272962,0.2119566,0.9738902041492753,1.0
LONP1,0.032862484,0.27743745,0.9737842484638635,1.0
MCM3AP,0.032862484,0.19668426,0.9737842484638635,1.0
C1RL,0.032862484,0.15239821,0.9737842484638635,1.0
PGAP2,0.032906774,0.1626238,0.9737489300047758,1.0
CH17-373J23.1,0.03292892,0.036620595,0.9737312707945301,1.0
POC5,0.03317251,0.26664987,0.973537020333614,1.0
VAC14,0.03317251,0.27234352,0.973537020333614,1.0
RP11-712B9.2,0.033349667,-0.04932722,0.9733957482563567,1.0
CEP350,0.033438243,0.0777899,0.973325112530444,1.0
PPFIBP1,0.03357111,0.2589679,0.9732191593340268,1.0
RASSF2,0.0336154,0.11661961,0.9731838417068184,1.0
ASMTL,0.0336154,0.11572174,0.9731838417068184,1.0
LINC00882,0.03268533,1.603388,0.9739255228135648,1.0
SMAD1,0.03268533,1.4040338,0.9739255228135648,1.0
CDH4,0.03268533,1.5194626,0.9739255228135648,1.0
RP11-390P2.4,0.03268533,1.3254584,0.9739255228135648,1.0
TSGA13,0.03268533,1.3590343,0.9739255228135648,1.0
RP11-378A13.2,0.03268533,1.3633281,0.9739255228135648,1.0
RP5-1024G6.5,0.03268533,1.6133885,0.9739255228135648,1.0
ABCC2,0.03268533,1.5038167,0.9739255228135648,1.0
CYP2S1,0.03268533,1.4155276,0.9739255228135648,1.0
LDB3,0.03268533,1.4382207,0.9739255228135648,1.0
LCA5,0.03268533,1.5572423,0.9739255228135648,1.0
LARP6,0.03268533,1.6469102,0.9739255228135648,1.0
ZSCAN23,0.03268533,1.8534834,0.9739255228135648,1.0
CDH13,0.03268533,1.5691674,0.9739255228135648,1.0
RP11-34P13.7,0.03268533,1.5413918,0.9739255228135648,1.0
TCEAL7,0.03268533,1.2401115,0.9739255228135648,1.0
ZNF23,0.03268533,2.2013326,0.9739255228135648,1.0
RP11-513M16.7,0.03268533,1.4686701,0.9739255228135648,1.0
RP11-493L12.3,0.03268533,1.3808724,0.9739255228135648,1.0
LRRC39,0.03268533,1.6076366,0.9739255228135648,1.0
AC002331.1,0.03268533,1.9006854,0.9739255228135648,1.0
TMPRSS13,0.03268533,1.3780279,0.9739255228135648,1.0
RP11-480D4.6,0.03268533,1.3062983,0.9739255228135648,1.0
NFAM1,0.03268533,1.5133444,0.9739255228135648,1.0
RP11-455F5.4,0.03268533,1.3601906,0.9739255228135648,1.0
RP11-44N21.1,0.03268533,1.4087496,0.9739255228135648,1.0
EVA1A,0.03268533,1.4053918,0.9739255228135648,1.0
RP11-434D9.1,0.03268533,1.962286,0.9739255228135648,1.0
RP11-424N24.2,0.03268533,1.4494586,0.9739255228135648,1.0
COL4A1,0.03268533,1.4789925,0.9739255228135648,1.0
FAM153C,0.03268533,1.5780683,0.9739255228135648,1.0
CTD-3037G24.4,0.03268533,1.2441281,0.9739255228135648,1.0
DNAJC28,0.03268533,1.4206203,0.9739255228135648,1.0
RP11-715J22.3,0.03268533,1.2569151,0.9739255228135648,1.0
CTD-2260A17.3,0.03268533,1.563347,0.9739255228135648,1.0
ZFY-AS1,0.03268533,1.3716644,0.9739255228135648,1.0
CECR5-AS1,0.03268533,1.4990069,0.9739255228135648,1.0
MRVI1,0.03268533,1.373686,0.9739255228135648,1.0
ATE1-AS1,0.03268533,1.6287221,0.9739255228135648,1.0
RP11-703G6.1,0.03268533,1.4235972,0.9739255228135648,1.0
MT1H,0.03268533,1.5882638,0.9739255228135648,1.0
C12orf54,0.03268533,1.520739,0.9739255228135648,1.0
MIR497HG,0.03268533,1.6265652,0.9739255228135648,1.0
RP11-575L7.8,0.03268533,1.5844423,0.9739255228135648,1.0
MYCBP2-AS1,0.03268533,1.5872118,0.9739255228135648,1.0
CLLU1,0.03268533,1.9014375,0.9739255228135648,1.0
RP5-991G20.2,0.03268533,1.5452396,0.9739255228135648,1.0
AC002456.2,0.03268533,1.4936417,0.9739255228135648,1.0
AL049794.1,0.03268533,1.6816341,0.9739255228135648,1.0
GLT1D1,0.03268533,1.8069195,0.9739255228135648,1.0
RP1-60O19.2,0.03268533,1.5470718,0.9739255228135648,1.0
CCNB3,0.03268533,1.5107769,0.9739255228135648,1.0
RSPH1,0.03268533,1.646222,0.9739255228135648,1.0
SFTPD-AS1,0.03268533,1.7104701,0.9739255228135648,1.0
BTBD8,0.03268533,1.9543316,0.9739255228135648,1.0
XX-C2158C12.2,0.03268533,2.096164,0.9739255228135648,1.0
RP5-862P8.2,0.03268533,1.7687321,0.9739255228135648,1.0
XXbac-B444P24.14,0.03268533,1.9336944,0.9739255228135648,1.0
RP11-996F15.2,0.03268533,1.2760738,0.9739255228135648,1.0
TM4SF19-AS1,0.03268533,1.684695,0.9739255228135648,1.0
SNX15,0.03268533,1.4127092,0.9739255228135648,1.0
RTN1,0.03268533,1.3116993,0.9739255228135648,1.0
BCAN,0.03268533,1.5122384,0.9739255228135648,1.0
SRCIN1,0.03268533,1.6257037,0.9739255228135648,1.0
RP11-20G13.3,0.03268533,1.4599686,0.9739255228135648,1.0
RP11-210K20.2,0.03268533,1.2889916,0.9739255228135648,1.0
RAPH1,0.03268533,1.6094131,0.9739255228135648,1.0
AE000662.92,0.03268533,1.2827885,0.9739255228135648,1.0
RASIP1,0.03268533,1.547737,0.9739255228135648,1.0
RBFOX3,0.03268533,1.4790304,0.9739255228135648,1.0
AF131216.1,0.03268533,1.5209492,0.9739255228135648,1.0
